Price,Area,Location,No. of Bedrooms,Location_Encoded
17500000,1050,Andheri East,1,17894966.774751816
16500000,1020,Andheri East,1,17894966.774751816
14800000,915,Andheri East,2,17894966.774751816
15000000,915,Andheri East,2,17894966.774751816
18000000,1020,Andheri East,2,17894966.774751816
4500000,620,Sector12 Kamothe,1,13603236.520254802
16000000,1515,Kharghar,3,10456264.530956848
7600000,1055,Sector 2 Ulwe,2,14171172.491088022
28000000,4000,Kharghar,5,10456264.530956848
11100000,1245,Sector 17 Ulwe,2,10512629.969050447
10500000,1165,Sector9 Kamothe,2,14356154.282749137
11299999,750,Govind nagar,2,14652573.716122638
8600000,608,Malad East,1,20889612.17056266
8600000,550,Malad East,1,20889612.17056266
16000000,890,Krishanlal Marwah Marg,2,15264083.675737202
21000000,620,Andheri,2,17982019.23944883
24000000,1000,Andheri,2,17982019.23944883
8725000,1135,Sector-9 Ulwe,2,14317544.524746394
31500000,1010,Vikhroli,2,16121485.891931903
42500000,1200,Parel,2,39967083.21797723
4700000,1005,Taloja,2,4112323.635028059
4500000,980,Taloja,2,4112323.635028059
3200000,680,Taloja,1,4112323.635028059
3500000,710,Taloja,1,4112323.635028059
3300000,690,Taloja,1,4112323.635028059
4000000,715,Taloja,1,4112323.635028059
3500000,700,Taloja,1,4112323.635028059
3350000,670,Taloja,1,4112323.635028059
2650000,560,Taloja,1,4112323.635028059
2300000,445,Taloja,1,4112323.635028059
2600000,560,Taloja,1,4112323.635028059
5700000,1060,Taloja,2,4112323.635028059
5800000,1064,Taloja,2,4112323.635028059
6000000,1070,Taloja,2,4112323.635028059
5200000,995,Taloja,2,4112323.635028059
4900000,985,Taloja,2,4112323.635028059
3800000,675,Petali,1,13543434.754822152
4000000,665,Taloja,1,4112323.635028059
3700000,680,Taloja,1,4112323.635028059
2300000,575,Virar West,1,10804689.676448384
3500000,975,Virar West,2,10804689.676448384
3720000,930,Virar West,2,10804689.676448384
4200000,750,Virar West,2,10804689.676448384
3500000,570,Virar West,1,10804689.676448384
15000000,2150,Kalamboli,3,14313986.958311712
18000000,1069,Dahisar,2,16854206.714503538
15000000,686,Dahisar,2,16854206.714503538
24000000,1000,Andheri West,2,41255880.9696951
14000000,650,Andheri East,2,17894966.774751816
14700000,1000,Vikhroli,2,16121485.891931903
6800000,740,Thane West,1,12008191.358851675
16000000,2115,Dombivali,3,6386152.42815131
10000000,1595,Dombivali,2,6386152.42815131
90000000,5150,Ghatkopar West,3,19041613.901327305
10500000,1503,Dombivali,2,6386152.42815131
11700000,1150,Thane West,2,12008191.358851675
5300000,650,Thane West,1,12008191.358851675
7500000,1050,Greater Khanda,2,13487736.455902113
9800000,585,Mulund West,1,20572069.98986891
43700000,1950,Chembur,3,17425073.26802795
63000000,2700,Chembur,4,17425073.26802795
29000000,1350,Chembur East,3,17750900.345802285
37000000,1426,Deonar,3,16185736.566963151
3800000,930,Lokhandwala,2,13676760.28850863
11500000,650,Patel Nagar,1,14678595.541103713
6000000,690,Ulwe,1,7761683.373041518
7800000,1000,Ulwe,2,7761683.373041518
8200000,1090,Ulwe,2,7761683.373041518
16200000,1050,Chembur,2,17425073.26802795
12900000,666,Chembur,1,17425073.26802795
11500000,600,Chembur,1,17425073.26802795
18500000,1000,Chembur,2,17425073.26802795
17500000,1070,Chembur,2,17425073.26802795
10200000,695,Chembur,1,17425073.26802795
14100000,625,Chembur,1,17425073.26802795
27000000,1361,Andheri West,2,41255880.9696951
31200000,1470,Andheri West,3,41255880.9696951
12500000,765,Chembur,1,17425073.26802795
39900000,1556,Ghatkopar East,3,17155597.004407123
11500000,1200,Chembur,2,17425073.26802795
40000000,1850,Chembur East,3,17750900.345802285
22200000,1270,Chembur East,2,17750900.345802285
19500000,1073,Chembur East,2,17750900.345802285
16500000,1250,Chembur East,2,17750900.345802285
14000000,775,Chembur,1,17425073.26802795
20200000,1252,Chembur,2,17425073.26802795
11200000,700,Chembur,1,17425073.26802795
15500000,2000,Kharghar,3,10456264.530956848
2625000,675,Badlapur,1,12395259.387486804
22000000,1300,Jankalyan Nagar,3,14677150.871119557
100000000,2320,Yari Road,5,30381156.158510048
145000000,3320,Yari Road,5,30381156.158510048
6200000,900,Kamothe,2,8238430.088778924
7900000,1065,Kamothe,2,8238430.088778924
6900000,850,Sector 17 Ulwe,2,10512629.969050447
4400000,610,Kamothe,1,8238430.088778924
5700000,670,Kamothe,1,8238430.088778924
4000000,600,Sector 17 Ulwe,2,10512629.969050447
6350000,900,Kamothe,2,8238430.088778924
4500000,610,Kamothe,2,8238430.088778924
6700000,980,Kamothe,2,8238430.088778924
4400000,610,Thakur complex,1,14750183.585908774
65000000,2695,Wadala,4,25458196.886413716
3200000,510,Naigaon East,1,3259898.431572335
2400000,565,Naigaon East,1,3259898.431572335
6500000,1015,Mira Road East,2,8224102.533333333
2700000,540,Naigaon East,1,3259898.431572335
2400000,565,Naigaon East,1,3259898.431572335
2350000,540,Naigaon East,1,3259898.431572335
4300000,750,Naigaon East,1,3259898.431572335
3200000,585,Naigaon East,1,3259898.431572335
2300000,500,Naigaon East,1,3259898.431572335
3250000,585,Naigaon East,1,3259898.431572335
2500000,453,Naigaon East,1,3259898.431572335
2450000,500,Naigaon East,1,3259898.431572335
3000000,605,Naigaon East,1,3259898.431572335
4500000,710,Naigaon East,2,3259898.431572335
2800000,510,Naigaon East,1,3259898.431572335
2750000,590,Naigaon East,1,3259898.431572335
2650000,560,Naigaon East,1,3259898.431572335
2700000,600,Naigaon East,1,3259898.431572335
2200000,500,Naigaon East,1,3259898.431572335
3800000,556,Naigaon East,2,3259898.431572335
31000000,900,Khar West,2,33601242.7762022
2110000,545,Badlapur West,1,12223273.868472777
2077000,620,Badlapur West,1,12223273.868472777
10000000,750,Malad West,1,14215638.559645081
20500000,908,Kandivali West,2,14320931.905521896
8600000,650,Kandivali West,1,14320931.905521896
9300000,750,Malad West,1,14215638.559645081
12800000,913,Kandivali West,2,14320931.905521896
52500000,2700,Borivali West,5,15910647.594565125
8900000,562,Kandivali West,1,14320931.905521896
9800000,750,Malad West,1,14215638.559645081
6000000,745,Ulwe,1,7761683.373041518
3500000,635,Kharghar,1,10456264.530956848
4100000,600,Kharghar,1,10456264.530956848
7000000,900,Sector 11 Kharghar,2,14351985.824754931
8000000,852,Kharghar,2,10456264.530956848
4700000,690,Kharghar,1,10456264.530956848
5200000,600,Kharghar,1,10456264.530956848
7500000,1000,Kharghar,2,10456264.530956848
8750000,1205,Kharghar,2,10456264.530956848
5200000,560,Kharghar,1,10456264.530956848
7100000,1085,Kharghar,2,10456264.530956848
7300000,1000,Kharghar,2,10456264.530956848
13000000,1185,Kharghar,2,10456264.530956848
15500000,1435,Kharghar,3,10456264.530956848
15500000,1530,Kharghar,3,10456264.530956848
15000000,1730,Kharghar,3,10456264.530956848
4800000,560,Kharghar,1,10456264.530956848
12000000,1600,Kharghar,3,10456264.530956848
2600000,390,Kharghar,1,10456264.530956848
5300000,600,Kharghar,1,10456264.530956848
9500000,1075,Kharghar,2,10456264.530956848
7500000,1000,Kharghar,2,10456264.530956848
13500000,1300,Kharghar,3,10456264.530956848
12900000,1235,Mira Road East,2,8224102.533333333
9200000,556,Bhandup West,1,20727537.005374394
15500000,913,Vikhroli,2,16121485.891931903
2476000,540,Vasai east,1,10870583.10784262
3700000,400,Ghansoli,1,14206666.95268249
6000000,373,Sector8 Sanpada,1,13962998.932107225
21500000,1050,Jeejamata Nagar,3,15735033.707534688
7500000,650,Shakti Nagar,2,14075376.24819898
4900000,550,Thane West,1,12008191.358851675
17000000,815,Jeejamata Nagar,2,15735033.707534688
8000000,340,Goregaon,1,21271125.200406432
11500000,650,Pandurangwadi,1,14678595.541103713
11700000,550,Shreyas Colony,1,14704617.235976312
7500000,550,Kannamwar Nagar II,1,14032820.928728834
7000000,400,Kannamwar Nagar II,1,14032820.928728834
8500000,450,gokuldham,1,14288270.11801472
11700000,480,Bangur Nagar,1,14704617.235976312
4400000,305,Shivaji Colony,1,13754825.373126429
11500000,441,Jawahar Nagar,2,14195844.256850725
8800000,500,Jawahar Nagar,1,14195844.256850725
9000000,350,Jawahar Nagar,1,14195844.256850725
8500000,380,Jawahar Nagar,1,14195844.256850725
28000000,800,Vedant Complex,3,16825385.368093178
2580000,645,Titwala,1,7697674.950367176
9350000,1195,Kharghar,2,10456264.530956848
4000000,600,Ulwe,1,7761683.373041518
14000000,1100,Koparkhairane Station Road,2,14282828.824906487
6500000,929,Dombivali,2,6386152.42815131
5000000,791,Dombivali,2,6386152.42815131
16000000,1290,Malad East,2,20889612.17056266
34000000,1540,Mira Road East,3,8224102.533333333
3700000,925,Naigaon East,1,3259898.431572335
4400000,670,Ulwe,1,7761683.373041518
8800000,1085,Ulwe,2,7761683.373041518
5200000,685,Ulwe,2,7761683.373041518
4000000,670,Ulwe,1,7761683.373041518
6200000,693,Ulwe,1,7761683.373041518
5000000,640,Ulwe,1,7761683.373041518
6500000,1690,Ulwe,3,7761683.373041518
6200000,1215,Ulwe,2,7761683.373041518
2750000,385,Ulwe,1,7761683.373041518
6500000,1120,Ulwe,2,7761683.373041518
8000000,1235,Ulwe,2,7761683.373041518
4950000,685,Ulwe,1,7761683.373041518
7500000,980,Ulwe,2,7761683.373041518
9000000,1100,Ulwe,2,7761683.373041518
6000000,758,Ulwe,1,7761683.373041518
4500000,689,Ulwe,1,7761683.373041518
4700000,648,Ulwe,1,7761683.373041518
7600000,1595,Ulwe,3,7761683.373041518
8000000,1250,Ulwe,2,7761683.373041518
5500000,840,Ulwe,2,7761683.373041518
2050000,500,Naigaon East,1,3259898.431572335
20000000,1250,Goregaon West,2,23283708.065473303
8600000,1045,Ulwe,2,7761683.373041518
8000000,1350,Ulwe,2,7761683.373041518
5100000,1511,Ulwe,3,7761683.373041518
6500000,686,Ulwe,1,7761683.373041518
8500000,930,Ulwe,2,7761683.373041518
4000000,765,Manvel pada Road,2,13702781.983381229
12000000,936,Thane West,2,12008191.358851675
19400000,1810,Thane West,3,12008191.358851675
24100000,2090,Thane West,3,12008191.358851675
16200000,1555,Thane West,3,12008191.358851675
6193000,1150,Virar,3,3947315.4002871136
35000000,1855,Nerul,3,22342871.502995614
10500000,1187,Sector-18 Ulwe,2,13298362.023514869
2700000,585,Karanjade,1,7574875.71021936
15200000,1286,Nerul,2,22342871.502995614
3700000,640,Panvel,1,7890890.089134022
8800000,900,Ulwe,2,7761683.373041518
5400000,620,Ulwe,1,7761683.373041518
10300000,1220,Ulwe,2,7761683.373041518
52500000,2703,Nerul,4,22342871.502995614
2600000,645,Dronagiri,1,7490090.895510435
4400000,880,Dronagiri,1,7490090.895510435
3400000,600,Dronagiri,1,7490090.895510435
4600000,680,Sector 17 Ulwe,1,10512629.969050447
8655000,1055,Mira Road East,2,8224102.533333333
5000000,1285,Virar,3,3947315.4002871136
3900000,975,Virar,2,3947315.4002871136
7500000,767,Mira Road East,2,8224102.533333333
3624000,895,Vasai,2,6563217.704137598
2451000,570,Nala Sopara,1,2914107.71666728
5000000,1030,Virar,3,3947315.4002871136
7031000,1125,Vasai,3,6563217.704137598
18500000,1020,Borivali East,2,17360205.10204722
14500000,791,Kandivali West,2,14320931.905521896
42500000,1505,Kandivali West,3,14320931.905521896
39000000,1627,Borivali West,3,15910647.594565125
8900000,724,Thane West,2,12008191.358851675
27500000,1404,Goregaon East,2,28813531.79700447
2357000,555,Virar East,1,10973302.695062157
3600000,450,Dombivali,1,6386152.42815131
10500000,625,Govandi,1,14965460.972803228
11500000,650,Govandi,1,14965460.972803228
10000000,1150,Koparkhairane Station Road,2,14282828.824906487
10000000,1100,Kopar Khairane Sector 19A,2,14589595.494433293
7500000,700,Kopar Khairane Sector 19A,2,14589595.494433293
10500000,1150,Koper Khairane,2,12417603.76104321
8000000,700,Koper Khairane,1,12417603.76104321
7100000,700,Koper Khairane,2,12417603.76104321
6000000,885,Shilphata Road Thane,2,13962998.932107225
4300000,685,Mumbai Central,1,13046266.68829073
6900000,685,Koper Khairane,1,12417603.76104321
10500000,850,Kolshet Road,2,14224811.368551398
15400000,1200,Vasant Vihar,3,17342226.51918432
39000000,2150,Vasant Vihar,4,17342226.51918432
31000000,2150,Vasant Vihar,3,17342226.51918432
15000000,1109,Vasant Vihar,3,17342226.51918432
39000000,1902,Vasant Vihar,3,17342226.51918432
12200000,1250,Kolshet Road,2,14224811.368551398
12000000,1210,Kolshet Road,2,14224811.368551398
10300000,1050,Kolshet Road,2,14224811.368551398
31000000,1300,Vasant Vihar,4,17342226.51918432
65000000,2450,Andheri West,4,41255880.9696951
16299999,1063,Thakur Village,2,16269952.508810613
23500000,1050,Thakur Village,2,16269952.508810613
24500000,1300,Samata nagar,3,16365946.042893942
20000000,1250,Thakur Village,2,16269952.508810613
25000000,1350,4 Bunglows,2,16054198.603560785
25000000,1357,Thakur Village,3,16269952.508810613
15500000,1100,Thakur Village,2,16269952.508810613
11000000,585,Borivali East,1,17360205.10204722
10500000,780,Thakur complex,1,14750183.585908774
16500000,1050,Borivali East,2,17360205.10204722
26500000,1830,Thakur Village,3,16269952.508810613
17200000,1100,Thakur complex,2,14750183.585908774
10000000,650,Thakur Village,1,16269952.508810613
23000000,1360,Thakur Village,3,16269952.508810613
21000000,1050,Samata nagar,2,16365946.042893942
23500000,1100,Samata nagar,3,16365946.042893942
6050000,1246,Panvel,2,7890890.089134022
4800000,695,Roadpali,1,14000565.629568912
14500000,950,Wadi Bandar,2,15068920.964192707
16800000,764,Kandivali East,2,19942455.57008331
12000000,950,Kapurbawadi,2,14743649.778285211
8500000,594,Majiwada,1,13399059.655176558
7200000,508,Vasant Vihar,1,17342226.51918432
6500000,675,Thane Belapur Road Kalwa,1,13841321.991113177
5300000,560,Thane Belapur Road Kalwa,1,13841321.991113177
10800000,653,mumbai,1,14292158.655857075
11100000,550,Suburbs Mumbai,1,14626552.151358513
8000000,1375,Thane,3,10112006.843626909
2800000,400,Mira Road and Beyond,1,10442006.843626909
6800000,890,Mira Road and Beyond,2,10442006.843626909
3300000,530,Mumbai Central,1,13046266.68829073
4100000,590,Mira Road and Beyond,1,10442006.843626909
6500000,940,Mira Road and Beyond,2,10442006.843626909
7600000,1760,Mira Road and Beyond,2,10442006.843626909
6400000,1180,Mira Road and Beyond,2,10442006.843626909
5500000,1115,Mumbai Central,2,13046266.68829073
2800000,525,Mumbai Central,1,13046266.68829073
3000000,500,Mumbai Nashik Expressway,1,13536342.201577127
5400000,675,Dombivali East,1,8009889.367747745
13000000,775,Bhandup West,1,20727537.005374394
21500000,1225,Bhandup West,3,20727537.005374394
4500000,390,Andheri West,1,41255880.9696951
17000000,1050,Magathane,2,18671638.447242483
19000000,1150,Rajendra Nagar,3,15647862.893398624
20500000,1050,Magathane,2,18671638.447242483
21000000,1250,Magathane,2,18671638.447242483
24000000,1300,Dattapada,3,16948435.806464788
15000000,950,Dattapada,2,16948435.806464788
9800000,585,Magathane,1,18671638.447242483
27000000,1250,Magathane,3,18671638.447242483
21500000,900,Kandivali East,3,19942455.57008331
8800000,779,Kolshet Road,2,14224811.368551398
5100000,383,Ramdev Park,1,13845901.305180527
7300000,640,kolshet,2,13994879.412083784
6100000,770,PARSIK NAGAR,1,13444423.210558888
15800000,1325,Manpada,3,15809871.088593218
2900000,695,Taloja,1,4112323.635028059
4500000,650,Kharghar,1,10456264.530956848
9600000,1083,Kharghar,2,10456264.530956848
11000000,1364,Kharghar,3,10456264.530956848
4800000,1110,Taloja,2,4112323.635028059
2900000,695,Taloja,1,4112323.635028059
6300000,1050,Taloja,2,4112323.635028059
7050000,1000,Kharghar,2,10456264.530956848
7500000,1050,Sector-35 Kamothe,2,14158161.643651722
53000000,1900,Sector 58A Seawoods Navi Mumbai,4,20078097.227168124
5700000,900,Mira Road and Beyond,2,10442006.843626909
42500000,1777,Goregaon East,3,28813531.79700447
4665000,662,Diva,2,13789304.118832622
8800000,820,kandivali,2,14740940.483654821
7500000,685,kandivali,1,14740940.483654821
20500000,1155,Borivali,3,15155968.13307292
14500000,829,Borivali,2,15155968.13307292
35000000,1805,Ghatkopar,3,18338281.548194148
15000000,815,Ghatkopar,2,18338281.548194148
58500000,3410,Ghatkopar,4,18338281.548194148
28600000,1766,Ghatkopar,3,18338281.548194148
28600000,1733,Ghatkopar East,3,17155597.004407123
18000000,1342,Goregaon,2,21271125.200406432
15500000,1047,Malad West,2,14215638.559645081
6300000,980,Sector 17 Ulwe,2,10512629.969050447
7100000,700,Thane West,1,12008191.358851675
11000000,620,Andheri East,1,17894966.774751816
15000000,950,Andheri East,2,17894966.774751816
32500000,1100,Gundavali Gaothan,2,17410873.502726667
2164000,571,Badlapur,1,12395259.387486804
31500000,1356,Andheri East,3,17894966.774751816
5994000,750,Mira Road East,1,8224102.533333333
2534000,642,Badlapur,1,12395259.387486804
17000000,1080,Andheri East,2,17894966.774751816
19700000,880,Marol,2,15300323.332599767
2105000,495,KASHELI,1,13323920.231888646
11500000,800,Kondivita Road,1,14678595.541103713
25000000,1356,Andheri East,2,17894966.774751816
26500000,1100,Koldongri,3,16630222.65654868
4800000,650,Mira Road East,1,8224102.533333333
18500000,1242,Saki Naka,3,15589354.861644698
5800000,675,Mira Road East,1,8224102.533333333
10000000,650,Jogeshwari West,1,15311736.683889914
2350000,625,Shirgaon,1,12821883.294008913
6800000,565,Bhandup West,1,20727537.005374394
7800000,956,Mira Road East,2,8224102.533333333
3200000,650,Virar,1,3947315.4002871136
4800000,580,Mira Road East,1,8224102.533333333
3100000,650,Virar,1,3947315.4002871136
2600000,650,Virar,1,3947315.4002871136
10500000,680,Bhayandar West,1,14548487.066740714
6000000,650,Mira Road East,2,8224102.533333333
4500000,560,Bhayandar East,1,11477190.28508956
22000000,2000,Kharghar,3,10456264.530956848
15500000,1530,Kharghar,3,10456264.530956848
32500000,940,Versova,2,17410873.502726667
3100000,445,Dombivali East,1,8009889.367747745
2100000,400,Dombivali East,1,8009889.367747745
100000000,3321,Tardeo,4,32675253.049854673
160000000,6381,Lower Parel,4,37020513.95228593
25000000,2394,Thane West,4,12008191.358851675
120000000,2893,Bandra West,4,46617421.30704468
6500000,974,Goregaon East,2,28813531.79700447
17000000,800,Rajendra Nagar,2,15647862.893398624
80000000,2150,Hanuman Nagar,3,36409826.416780785
250000000,4200,Hanuman Nagar,5,36409826.416780785
60000000,1100,Central Avenue,3,21102177.81957943
75000000,1500,worli sea face ,2,22940483.663154077
150000000,2305,Breach Candy,4,29317273.17175639
25000000,2500,Sea Face,7,16435059.945004184
55000000,1225,Shiv Sagar Estate,3,20338314.17589412
50000000,1800,Grant Road West,3,18855757.135345418
4350000,800,Sriprastha,2,13500615.375594374
40000000,600,Off Nepean Sea Road,2,18386687.060449153
4700000,840,Sriprastha,2,13500615.375594374
4300000,900,Sriprastha,2,13500615.375594374
3700000,890,Morya Nagar,2,13500879.435352005
120000000,3500,Upper Worli,7,28795365.009488977
3300000,620,Morya Nagar,1,13500879.435352005
153600000,3200,worli sea Fase,5,33167009.748085707
10500000,723,Andheri West,1,41255880.9696951
12000000,617,Chembur,1,17425073.26802795
10000000,552,Borivali East,1,17360205.10204722
15500000,845,Borivali East,2,17360205.10204722
13799999,1137,Kandivali East,2,19942455.57008331
19600000,1561,Kandivali West,3,14320931.905521896
21000000,784,Kandivali West,3,14320931.905521896
19900000,1550,Kandivali West,3,14320931.905521896
4100000,650,Sector 22 Kamothe,1,13330014.554796988
13500000,1560,Sector 22 Kamothe,3,13330014.554796988
3750000,340,Kandivali East,1,19942455.57008331
5700000,550,Thane West,1,12008191.358851675
7600000,1098,Kamothe,2,8238430.088778924
9200000,1310,Kamothe,2,8238430.088778924
8000000,1109,Kamothe,2,8238430.088778924
4200000,650,Kamothe,1,8238430.088778924
180000000,2110,Powai,3,23041090.88927851
62500000,1165,Agripada,4,21314127.733616605
260000000,5642,Sion,6,23067880.271417797
90000000,1396,Kamothe,3,8238430.088778924
85000000,1106,Girgaon,3,24241568.406784058
3700000,790,IT Colony,2,13515064.541842055
3500000,670,IT Colony,2,13515064.541842055
7200000,699,Bhayandarpada,2,14119129.101342821
9000000,1128,Kamothe,2,8238430.088778924
8500000,1258,Kamothe,2,8238430.088778924
9400000,1245,Kamothe Sector 16,2,14100455.488335432
6800000,1101,Kamothe,2,8238430.088778924
11200000,1532,Sector-8 Ulwe,3,14685054.88520135
12100000,1515,Sector-18 Ulwe,3,13298362.023514869
9200000,1175,Sector-18 Ulwe,2,13298362.023514869
25500000,3000,Sector-3 Ulwe,5,14996838.818055209
11600000,1585,Sector-3 Ulwe,3,14996838.818055209
9000000,1220,Sector-3 Ulwe,2,14996838.818055209
9000000,1220,Sector 5 Ulwe,2,13765023.252087776
14500000,1655,Sector-18 Ulwe,3,13298362.023514869
8900000,1150,Sector-18 Ulwe,2,13298362.023514869
9500000,1100,Sector-18 Ulwe,2,13298362.023514869
12000000,1600,Sector-18 Ulwe,3,13298362.023514869
4000000,620,Sector-24 Kamothe,1,13702781.983381229
13899999,1690,Sector-8 Ulwe,3,14685054.88520135
9400000,1192,Kamothe Sector 16,2,14100455.488335432
5500000,665,Kamothe,1,8238430.088778924
11000000,1470,Sector-18 Ulwe,3,13298362.023514869
8500000,1040,Sector 17 Ulwe,2,10512629.969050447
32300000,2900,Sector-8 Ulwe,5,14685054.88520135
8900000,1475,Sector 36 Kharghar,3,13903666.650180606
35500000,3400,Phase 2,4,17801198.92581566
11000000,1500,Sector 36 Kharghar,3,13903666.650180606
6000000,650,Sector 20 Kharghar,1,11436563.516570637
7500000,1055,Sector-18 Ulwe,2,13298362.023514869
24500000,2200,Sector 30 Kharghar,4,14538107.072738782
9000000,1129,Sector-18 Ulwe,2,13298362.023514869
5000000,690,Sector12 Kamothe,1,13603236.520254802
25000000,3000,Sector35D Kharghar,5,14414220.356176622
11900000,1585,Sector 6,3,14730638.930848911
9100000,1180,Sector-18 Ulwe,2,13298362.023514869
14500000,1109,vasant vihar thane west,3,14452016.219521489
11500000,1065,vasant vihar thane west,2,14452016.219521489
18500000,1130,Hiranandani Meadows,3,16074530.383476246
28500000,1735,Central Avenue,3,21102177.81957943
11500000,1065,vasant vihar thane west,2,14452016.219521489
28500000,1495,Hiranandani Meadows,3,16074530.383476246
11000000,650,Malad West,1,14215638.559645081
10000000,650,Malad,1,14483432.829559216
46000000,1174,Tardeo,2,32675253.049854673
70000000,1466,Haji Ali,2,22289941.291339085
140000000,3168,Tardeo,5,32675253.049854673
52500000,946,Mahalaxmi,2,26436300.135677285
170000000,2963,Mira Road East,4,8224102.533333333
57000000,1203,Ghatkopar West,4,19041613.901327305
8100000,1250,Sector 19 Kharghar,2,13297238.433045877
4500000,653,mumbai,1,14292158.655857075
7700000,1125,Kamothe,2,8238430.088778924
11200000,1400,Majiwada thane,3,14907007.031115565
8500000,850,Yogi Hills,2,14288270.11801472
4500000,550,Hiranandani Meadows,1,16074530.383476246
18000000,1006,Andheri West,2,41255880.9696951
7600000,1127,Kalyan West,2,5402967.523396111
16000000,950,Jogeshwari West,2,15311736.683889914
6500000,500,Sector 19 Nerul,1,14028053.169288723
5100000,427,Owale,1,13685285.81972264
2600000,384,Thane West,1,12008191.358851675
18000000,1050,MG Road,2,15524300.624463199
420000000,8511,Worli South Mumbai,5,46091161.596239075
12100000,1525,roadpali navimumbai,3,14293537.069689851
8400000,1139,roadpali navimumbai,2,14293537.069689851
8250000,1139,roadpali navimumbai,2,14293537.069689851
5800000,1060,taloja panchanand,2,12849906.213942999
5800000,1025,taloja panchanand,2,12849906.213942999
3600000,690,Taloja Bypass Nitalas Link Road,1,13650738.59363603
3500000,670,taloja panchanand,1,12849906.213942999
7053000,1085,Navi Basti,2,13925638.866347099
4713000,725,Navi Basti,1,13925638.866347099
11500000,1450,Mumbai Highway,3,14852279.373973658
14800000,1980,Sector 20 Kharghar,3,11436563.516570637
14800000,1985,Sector 20 Kharghar,3,11436563.516570637
16500000,1482,Navi Basti,3,13925638.866347099
2800000,482,Rasayani,1,13546651.814145632
3500000,670,taloja panchanand,1,12849906.213942999
11500000,1450,Sector 10 Kamothe,3,14678595.541103713
4200000,555,Kamothe,1,8238430.088778924
65000000,1600,Santacruz West,4,26037399.14498072
95100000,3500,Santacruz West,5,26037399.14498072
65000000,1600,Andheri West,4,41255880.9696951
110000000,2590,Andheri West,3,41255880.9696951
85000000,3733,Andheri West,4,41255880.9696951
30000000,1800,Andheri West,4,41255880.9696951
80000000,2000,Juhu,4,58276960.52177489
120000000,2600,Khar West,4,33601242.7762022
70000000,1800,Khar West,4,33601242.7762022
6800000,1065,Kalyan West,2,5402967.523396111
7700000,510,Kandivali East,1,19942455.57008331
8100000,1079,Kharghar,2,10456264.530956848
8700000,1100,kavesar,2,13906813.333438905
4500000,555,Owale,1,13685285.81972264
8000000,1221,Kalamboli,2,14313986.958311712
3850000,650,Roadpali,1,14000565.629568912
3900000,380,Kharghar,1,10456264.530956848
9000000,1171,Kopara,2,14353324.355196219
19000000,1503,Mumbai Highway,3,14852279.373973658
13500000,1415,Kharghar,3,10456264.530956848
8400000,776,Sector 20 Kharghar,2,11436563.516570637
13500000,1414,Kharghar,3,10456264.530956848
12000000,1302,Sector 11 Kharghar,3,14351985.824754931
8500000,966,Sector 19 Kharghar,2,13297238.433045877
20200000,1040,Goregaon East,2,28813531.79700447
10200000,585,Malad West,1,14215638.559645081
8500000,600,Seawoods,1,21395177.98511841
5300000,545,royal palms goregaon east,1,13871923.000053126
7800000,1365,Dronagiri,2,7490090.895510435
119900000,3140,Andheri West,3,41255880.9696951
4300000,526,Goregaon East,1,28813531.79700447
7200000,937,Goregaon East,3,28813531.79700447
4199000,1278,Goregaon East,3,28813531.79700447
4500000,693,Mira Road East,1,8224102.533333333
4200000,640,Kharghar,1,10456264.530956848
11500000,1182,Kharghar,2,10456264.530956848
8000000,1000,Kharghar,2,10456264.530956848
16000000,1600,Kharghar,3,10456264.530956848
14500000,1655,Kharghar,3,10456264.530956848
6500000,675,Kharghar,1,10456264.530956848
9500000,1050,Kharghar,2,10456264.530956848
8000000,800,Kharghar,2,10456264.530956848
11000000,1100,mumbai,2,14292158.655857075
9200000,1250,Kharghar,2,10456264.530956848
5200000,590,Kharghar,1,10456264.530956848
6000000,675,Kharghar,1,10456264.530956848
13000000,1200,Kharghar,3,10456264.530956848
10500000,911,Kharghar,2,10456264.530956848
11100000,1117,Kharghar,2,10456264.530956848
12700000,1125,Kharghar,2,10456264.530956848
6000000,560,Kharghar,1,10456264.530956848
5500000,650,Kharghar,1,10456264.530956848
9800000,1090,Kharghar,2,10456264.530956848
10000000,1463,Kharghar,2,10456264.530956848
13000000,1500,Kharghar,3,10456264.530956848
5500000,640,Kharghar,1,10456264.530956848
7200000,860,Kharghar,1,10456264.530956848
15000000,1300,Kharghar,3,10456264.530956848
10500000,1075,Kharghar,2,10456264.530956848
4600000,600,Kharghar,1,10456264.530956848
5500000,450,Kharghar,1,10456264.530956848
5000000,650,Kharghar,1,10456264.530956848
13000000,1300,Kharghar,2,10456264.530956848
8000000,914,Kharghar,2,10456264.530956848
11000000,1100,Kharghar,2,10456264.530956848
3900000,1120,Andheri,2,17982019.23944883
21800000,999,Kandivali East,2,19942455.57008331
32500000,980,Dadar West,2,19506739.76625915
7575000,550,Pokhran 2,1,14423545.334468493
12500000,800,Mulund West,2,20572069.98986891
7800000,545,Thane West,1,12008191.358851675
7500000,600,Majiwada,1,13399059.655176558
7800000,545,vrindavan society,1,14197194.18596062
5700000,670,Kharghar,1,10456264.530956848
10000000,825,Mira Road East,2,8224102.533333333
4600000,715,Ulwe,1,7761683.373041518
6000000,1040,Sector 23 Ulwe,2,13559209.199482728
5000000,1000,Panvel,2,7890890.089134022
16500000,860,Kandivali East,2,19942455.57008331
